시점,구분별,경기실적SBHI,내수판매SBHI,영업이익실적 SBHI,자금사정SBHI,고용수준실적SBHI,선행종합지수,경제심리지수,KOSPI
2017.01,전산업,74.5,73.4,71.6,73.7,94.9,106.6,95.9,2067.57
2017.01,식료품,76.6,75.5,68.2,73.1,96.2,106.6,95.9,2067.57
2017.01,음료,103.2,101.1,96.9,90.1,100.0,106.6,95.9,2067.57
2017.01,섬유제품 의복제외,63.4,63.1,65.6,69.5,95.4,106.6,95.9,2067.57
2017.01,의복의복악세서리및모피제품,81.6,82.9,76.6,75.2,97.0,106.6,95.9,2067.57
2017.01,가죽가방및신발,73.9,67.3,74.9,75.9,102.5,106.6,95.9,2067.57
2017.01,목재및나무제품 가구제외,63.5,67.4,64.6,68.8,93.0,106.6,95.9,2067.57
2017.01,펄프종이및종이제품,86.7,84.0,78.5,79.5,89.9,106.6,95.9,2067.57
2017.01,인쇄및기록매체복제업,75.6,74.0,71.7,73.1,96.1,106.6,95.9,2067.57
2017.01,화학물질및화학제품 의약품제외,73.5,70.4,,73.3,96.2,106.6,95.9,2067.57
2017.01,의료용물질및의약품,96.6,97.7,92.1,94.9,95.5,106.6,95.9,2067.57
2017.01,고무제품및플라스틱제품,76.5,71.2,70.5,75.7,101.2,106.6,95.9,2067.57
2017.01,비금속광물제품,69.1,66.1,63.8,69.2,92.4,106.6,95.9,2067.57
2017.01,1차금속,78.9,74.4,74.4,76.2,100.2,106.6,95.9,2067.57
2017.01,금속가공제품 기계및가구제외,75.7,78.7,78.8,78.6,96.2,106.6,95.9,2067.57
2017.01,전자부품컴퓨터영상음향및통신장비,82.5,81.5,81.1,75.1,101.5,106.6,95.9,2067.57
2017.01,의료정밀광학기기및시계,80.4,79.5,78.9,83.6,91.4,106.6,95.9,2067.57
2017.01,전기장비,84.0,81.1,80.1,78.3,95.6,106.6,95.9,2067.57
2017.01,기타기계및장비,69.7,72.8,68.4,71.6,105.1,106.6,95.9,2067.57
2017.01,자동차및트레일러,81.7,79.8,78.7,81.2,97.5,106.6,95.9,2067.57
2017.01,기타운송장비,68.9,71.8,67.9,70.9,99.3,106.6,95.9,2067.57
2017.01,가구,66.5,68.9,64.0,67.2,94.5,106.6,95.9,2067.57
2017.01,기타제품,67.1,65.4,62.8,66.2,93.0,106.6,95.9,2067.57
2017.01,비제조업,73.2,71.9,70.0,72.5,92.4,106.6,95.9,2067.57
2017.01,건설업,71.6,67.5,67.3,69.7,93.9,106.6,95.9,2067.57
2017.01,도매 및 소매업,72.3,71.5,68.5,71.7,90.3,106.6,95.9,2067.57
2017.01,운수업,76.9,78.8,77.9,77.8,91.6,106.6,95.9,2067.57
2017.01,숙박 및 음식점업,60.5,60.9,59.5,64.7,95.2,106.6,95.9,2067.57
2017.01,출판영상방송통신 및 정보서비스업,86.3,84.9,83.7,82.6,97.0,106.6,95.9,2067.57
2017.01,부동산업 및 임대업,69.5,69.5,69.2,77.1,95.8,106.6,95.9,2067.57
2017.01,전문과학 및 기술서비스업,78.3,77.7,75.0,73.1,96.1,106.6,95.9,2067.57
2017.01,사업시설관리 및 사업지원서비스업,81.5,82.4,79.6,82.5,98.7,106.6,95.9,2067.57
2017.01,교육서비스업,78.9,75.9,74.1,75.9,94.6,106.6,95.9,2067.57
2017.01,예술스포츠 및 여가관련서비스업,67.6,67.6,68.8,69.1,92.7,106.6,95.9,2067.57
2017.01,수리 및 기타개인서비스업,72.1,72.1,72.4,71.2,91.3,106.6,95.9,2067.57
2017.02,전산업,73.5,73.5,70.9,73.5,96.1,107.2,97.7,2091.64
2017.02,식료품,75.1,71.3,73.9,79.2,93.0,107.2,97.7,2091.64
2017.02,음료,72.2,72.2,75.4,82.6,90.1,107.2,97.7,2091.64
2017.02,섬유제품 의복제외,64.9,58.3,54.5,61.7,99.3,107.2,97.7,2091.64
2017.02,의복의복악세서리및모피제품,80.0,81.2,72.2,70.8,100.1,107.2,97.7,2091.64
2017.02,가죽가방및신발,70.6,63.4,65.4,72.5,102.8,107.2,97.7,2091.64
2017.02,목재및나무제품 가구제외,78.4,80.4,73.3,72.0,94.6,107.2,97.7,2091.64
2017.02,펄프종이및종이제품,72.2,66.6,63.2,67.5,93.9,107.2,97.7,2091.64
2017.02,인쇄및기록매체복제업,77.4,77.0,73.9,76.1,99.6,107.2,97.7,2091.64
2017.02,화학물질및화학제품 의약품제외,76.8,80.6,,75.3,96.3,107.2,97.7,2091.64
2017.02,의료용물질및의약품,101.4,95.2,95.2,96.2,98.0,107.2,97.7,2091.64
2017.02,고무제품및플라스틱제품,81.5,78.5,75.7,79.5,100.6,107.2,97.7,2091.64
2017.02,비금속광물제품,67.3,65.1,68.0,74.0,92.7,107.2,97.7,2091.64
2017.02,1차금속,83.1,82.4,81.3,79.1,99.7,107.2,97.7,2091.64
2017.02,금속가공제품 기계및가구제외,79.6,73.4,75.3,74.9,96.2,107.2,97.7,2091.64
2017.02,전자부품컴퓨터영상음향및통신장비,84.7,84.8,80.4,79.2,103.0,107.2,97.7,2091.64
2017.02,의료정밀광학기기및시계,85.6,85.2,86.6,82.4,87.5,107.2,97.7,2091.64
2017.02,전기장비,74.2,74.4,73.9,78.0,100.8,107.2,97.7,2091.64
2017.02,기타기계및장비,74.3,76.2,74.3,75.5,105.1,107.2,97.7,2091.64
2017.02,자동차및트레일러,81.1,79.6,79.1,79.6,91.8,107.2,97.7,2091.64
2017.02,기타운송장비,69.6,69.2,61.5,70.4,102.8,107.2,97.7,2091.64
2017.02,가구,86.2,87.0,82.2,77.2,89.5,107.2,97.7,2091.64
2017.02,기타제품,81.7,84.0,79.2,73.3,92.5,107.2,97.7,2091.64
2017.02,비제조업,70.3,71.4,68.0,71.6,94.4,107.2,97.7,2091.64
2017.02,건설업,67.6,66.9,63.8,67.7,96.9,107.2,97.7,2091.64
2017.02,도매 및 소매업,67.7,69.7,65.4,70.9,92.9,107.2,97.7,2091.64
2017.02,운수업,75.4,77.6,75.1,75.1,91.9,107.2,97.7,2091.64
2017.02,숙박 및 음식점업,64.5,65.3,63.7,65.0,101.8,107.2,97.7,2091.64
2017.02,출판영상방송통신 및 정보서비스업,85.8,84.9,83.3,81.1,95.0,107.2,97.7,2091.64
2017.02,부동산업 및 임대업,77.0,75.4,73.8,76.2,95.2,107.2,97.7,2091.64
2017.02,전문과학 및 기술서비스업,81.3,79.9,81.0,78.4,93.2,107.2,97.7,2091.64
2017.02,사업시설관리 및 사업지원서비스업,84.2,86.3,83.2,84.7,99.0,107.2,97.7,2091.64
2017.02,교육서비스업,72.1,74.0,69.9,69.9,95.9,107.2,97.7,2091.64
2017.02,예술스포츠 및 여가관련서비스업,65.3,64.3,61.4,66.5,91.4,107.2,97.7,2091.64
2017.02,수리 및 기타개인서비스업,74.7,76.4,75.1,71.2,91.2,107.2,97.7,2091.64
2017.03,전산업,85.8,84.8,81.8,79.2,95.6,107.6,100.0,2160.23
2017.03,식료품,84.7,85.8,83.9,81.6,93.1,107.6,100.0,2160.23
2017.03,음료,88.1,106.5,92.0,76.8,96.6,107.6,100.0,2160.23
2017.03,섬유제품 의복제외,79.7,73.0,70.7,74.7,95.3,107.6,100.0,2160.23
2017.03,의복의복악세서리및모피제품,81.7,81.9,75.3,73.3,96.1,107.6,100.0,2160.23
2017.03,가죽가방및신발,84.1,76.1,78.5,71.3,99.3,107.6,100.0,2160.23
2017.03,목재및나무제품 가구제외,78.1,77.9,75.0,79.2,92.7,107.6,100.0,2160.23
2017.03,펄프종이및종이제품,75.6,74.7,69.9,68.9,94.5,107.6,100.0,2160.23
2017.03,인쇄및기록매체복제업,89.4,89.4,85.1,81.4,99.3,107.6,100.0,2160.23
2017.03,화학물질및화학제품 의약품제외,91.4,88.4,,81.1,94.3,107.6,100.0,2160.23
2017.03,의료용물질및의약품,97.9,95.4,92.9,90.4,93.9,107.6,100.0,2160.23
2017.03,고무제품및플라스틱제품,87.4,83.9,79.7,73.1,95.1,107.6,100.0,2160.23
2017.03,비금속광물제품,89.2,89.8,87.9,84.3,95.3,107.6,100.0,2160.23
2017.03,1차금속,88.6,88.9,78.6,82.1,94.1,107.6,100.0,2160.23
2017.03,금속가공제품 기계및가구제외,87.2,83.5,79.6,78.7,95.6,107.6,100.0,2160.23
2017.03,전자부품컴퓨터영상음향및통신장비,96.9,95.0,90.1,87.3,97.0,107.6,100.0,2160.23
2017.03,의료정밀광학기기및시계,89.9,90.7,89.9,83.7,93.7,107.6,100.0,2160.23
2017.03,전기장비,78.7,79.3,77.4,77.2,92.8,107.6,100.0,2160.23
2017.03,기타기계및장비,84.4,83.8,81.9,77.5,99.4,107.6,100.0,2160.23
2017.03,자동차및트레일러,94.0,92.4,90.5,82.9,96.9,107.6,100.0,2160.23
2017.03,기타운송장비,72.6,73.6,69.1,70.1,97.6,107.6,100.0,2160.23
2017.03,가구,93.5,89.5,87.8,87.9,90.2,107.6,100.0,2160.23
2017.03,기타제품,87.0,87.7,78.3,75.4,89.1,107.6,100.0,2160.23
2017.03,비제조업,85.0,84.5,81.9,79.2,95.6,107.6,100.0,2160.23
2017.03,건설업,85.6,84.6,81.3,78.6,95.0,107.6,100.0,2160.23
2017.03,도매 및 소매업,85.1,84.5,81.8,78.7,96.5,107.6,100.0,2160.23
2017.03,운수업,81.7,82.6,81.2,78.6,89.7,107.6,100.0,2160.23
2017.03,숙박 및 음식점업,80.4,80.5,77.1,76.6,95.4,107.6,100.0,2160.23
2017.03,출판영상방송통신 및 정보서비스업,87.0,87.5,83.7,83.7,96.6,107.6,100.0,2160.23
2017.03,부동산업 및 임대업,79.1,80.8,82.1,84.7,95.6,107.6,100.0,2160.23
2017.03,전문과학 및 기술서비스업,83.4,80.2,80.8,77.6,92.7,107.6,100.0,2160.23
2017.03,사업시설관리 및 사업지원서비스업,94.3,94.2,91.2,88.7,97.0,107.6,100.0,2160.23
2017.03,교육서비스업,83.3,78.8,80.4,77.0,98.9,107.6,100.0,2160.23
2017.03,예술스포츠 및 여가관련서비스업,91.3,92.7,92.0,83.8,92.9,107.6,100.0,2160.23
2017.03,수리 및 기타개인서비스업,80.4,82.0,79.6,74.4,91.9,107.6,100.0,2160.23
2017.04,전산업,85.7,84.6,82.1,80.4,94.8,108.1,99.6,2205.44
2017.04,식료품,91.6,91.4,85.4,80.6,93.2,108.1,99.6,2205.44
2017.04,음료,99.2,102.3,94.0,81.4,90.1,108.1,99.6,2205.44
2017.04,섬유제품 의복제외,77.3,79.7,75.6,68.5,99.6,108.1,99.6,2205.44
2017.04,의복의복악세서리및모피제품,89.5,87.6,83.2,78.7,95.0,108.1,99.6,2205.44
2017.04,가죽가방및신발,83.3,76.3,77.8,72.3,98.9,108.1,99.6,2205.44
2017.04,목재및나무제품 가구제외,81.9,78.6,76.5,74.4,88.3,108.1,99.6,2205.44
2017.04,펄프종이및종이제품,87.9,85.6,79.5,79.8,89.5,108.1,99.6,2205.44
2017.04,인쇄및기록매체복제업,80.0,78.7,79.4,71.5,93.9,108.1,99.6,2205.44
2017.04,화학물질및화학제품 의약품제외,91.4,91.3,,84.0,97.9,108.1,99.6,2205.44
2017.04,의료용물질및의약품,89.9,87.8,91.5,85.1,92.0,108.1,99.6,2205.44
2017.04,고무제품및플라스틱제품,96.3,86.5,85.1,81.2,96.1,108.1,99.6,2205.44
2017.04,비금속광물제품,96.8,97.6,92.4,85.9,90.0,108.1,99.6,2205.44
2017.04,1차금속,86.2,85.7,81.0,81.2,97.5,108.1,99.6,2205.44
2017.04,금속가공제품 기계및가구제외,82.4,84.4,73.1,79.5,95.4,108.1,99.6,2205.44
2017.04,전자부품컴퓨터영상음향및통신장비,95.1,91.8,92.1,85.4,96.6,108.1,99.6,2205.44
2017.04,의료정밀광학기기및시계,94.6,93.1,86.6,85.6,94.4,108.1,99.6,2205.44
2017.04,전기장비,82.4,81.1,81.7,76.5,95.5,108.1,99.6,2205.44
2017.04,기타기계및장비,81.6,78.5,77.8,80.9,98.8,108.1,99.6,2205.44
2017.04,자동차및트레일러,88.6,90.6,86.6,81.2,93.1,108.1,99.6,2205.44
2017.04,기타운송장비,73.6,73.8,70.1,67.4,102.2,108.1,99.6,2205.44
2017.04,가구,81.4,78.2,81.3,79.0,89.7,108.1,99.6,2205.44
2017.04,기타제품,91.2,88.4,83.7,78.8,93.8,108.1,99.6,2205.44
2017.04,비제조업,84.8,83.9,82.2,80.7,94.2,108.1,99.6,2205.44
2017.04,건설업,89.0,88.6,85.2,82.4,92.4,108.1,99.6,2205.44
2017.04,도매 및 소매업,81.4,80.0,79.0,78.5,95.7,108.1,99.6,2205.44
2017.04,운수업,86.1,87.7,86.1,84.5,90.1,108.1,99.6,2205.44
2017.04,숙박 및 음식점업,86.2,87.7,86.5,85.7,94.5,108.1,99.6,2205.44
2017.04,출판영상방송통신 및 정보서비스업,93.8,91.0,88.3,87.5,95.3,108.1,99.6,2205.44
2017.04,부동산업 및 임대업,83.5,79.1,83.0,82.0,96.1,108.1,99.6,2205.44
2017.04,전문과학 및 기술서비스업,87.1,85.8,83.1,79.1,89.3,108.1,99.6,2205.44
2017.04,사업시설관리 및 사업지원서비스업,93.0,92.7,91.6,87.6,94.7,108.1,99.6,2205.44
2017.04,교육서비스업,77.6,78.7,75.8,73.2,95.1,108.1,99.6,2205.44
2017.04,예술스포츠 및 여가관련서비스업,97.6,98.9,97.6,89.3,88.7,108.1,99.6,2205.44
2017.04,수리 및 기타개인서비스업,81.5,82.5,80.2,75.5,89.2,108.1,99.6,2205.44
2017.05,전산업,83.4,83.4,79.4,78.9,95.2,108.4,100.7,2347.38
2017.05,식료품,92.3,91.0,89.3,81.7,93.7,108.4,100.7,2347.38
2017.05,음료,106.2,109.6,104.8,93.1,92.5,108.4,100.7,2347.38
2017.05,섬유제품 의복제외,76.2,74.1,71.5,70.6,96.0,108.4,100.7,2347.38
2017.05,의복의복악세서리및모피제품,73.7,76.8,72.2,71.8,91.2,108.4,100.7,2347.38
2017.05,가죽가방및신발,77.1,67.6,73.6,68.0,104.3,108.4,100.7,2347.38
2017.05,목재및나무제품 가구제외,80.0,77.8,75.6,74.4,96.7,108.4,100.7,2347.38
2017.05,펄프종이및종이제품,76.3,77.7,72.8,75.1,89.8,108.4,100.7,2347.38
2017.05,인쇄및기록매체복제업,74.7,75.6,72.0,67.6,102.8,108.4,100.7,2347.38
2017.05,화학물질및화학제품 의약품제외,90.5,86.9,,78.6,95.8,108.4,100.7,2347.38
2017.05,의료용물질및의약품,99.6,99.1,100.7,94.9,95.8,108.4,100.7,2347.38
2017.05,고무제품및플라스틱제품,84.2,79.4,74.3,77.6,96.0,108.4,100.7,2347.38
2017.05,비금속광물제품,94.8,92.5,88.9,87.5,92.3,108.4,100.7,2347.38
2017.05,1차금속,81.0,78.4,75.2,80.9,96.6,108.4,100.7,2347.38
2017.05,금속가공제품 기계및가구제외,79.3,77.7,74.8,80.0,95.9,108.4,100.7,2347.38
2017.05,전자부품컴퓨터영상음향및통신장비,90.4,92.3,83.7,80.3,99.5,108.4,100.7,2347.38
2017.05,의료정밀광학기기및시계,91.5,87.6,87.5,82.9,96.1,108.4,100.7,2347.38
2017.05,전기장비,83.9,82.7,77.3,74.9,96.2,108.4,100.7,2347.38
2017.05,기타기계및장비,80.0,76.9,75.6,77.5,100.0,108.4,100.7,2347.38
2017.05,자동차및트레일러,80.7,80.7,74.3,81.2,94.1,108.4,100.7,2347.38
2017.05,기타운송장비,75.8,70.6,72.3,75.3,101.2,108.4,100.7,2347.38
2017.05,가구,71.7,70.9,69.3,71.8,96.2,108.4,100.7,2347.38
2017.05,기타제품,87.0,88.1,85.8,79.4,88.5,108.4,100.7,2347.38
2017.05,비제조업,83.7,85.0,80.6,79.3,94.4,108.4,100.7,2347.38
2017.05,건설업,82.9,80.5,79.2,74.6,94.7,108.4,100.7,2347.38
2017.05,도매 및 소매업,82.0,85.6,78.8,79.7,94.8,108.4,100.7,2347.38
2017.05,운수업,85.3,83.7,81.0,80.6,91.9,108.4,100.7,2347.38
2017.05,숙박 및 음식점업,91.6,91.7,87.3,85.0,91.5,108.4,100.7,2347.38
2017.05,출판영상방송통신 및 정보서비스업,89.6,89.0,87.9,84.2,94.5,108.4,100.7,2347.38
2017.05,부동산업 및 임대업,85.0,85.6,84.3,87.9,96.7,108.4,100.7,2347.38
2017.05,전문과학 및 기술서비스업,82.2,82.2,79.4,76.1,92.0,108.4,100.7,2347.38
2017.05,사업시설관리 및 사업지원서비스업,89.7,91.7,88.8,83.3,95.2,108.4,100.7,2347.38
2017.05,교육서비스업,79.6,80.0,78.8,79.5,96.7,108.4,100.7,2347.38
2017.05,예술스포츠 및 여가관련서비스업,98.8,98.0,96.2,86.7,89.1,108.4,100.7,2347.38
2017.05,수리 및 기타개인서비스업,88.5,89.5,86.4,81.0,91.1,108.4,100.7,2347.38
2017.06,전산업,83.5,83.0,79.9,78.4,95.1,108.9,99.9,2391.79
2017.06,식료품,88.5,90.0,86.1,82.3,89.6,108.9,99.9,2391.79
2017.06,음료,99.3,108.3,97.9,87.5,87.5,108.9,99.9,2391.79
2017.06,섬유제품 의복제외,80.1,68.9,71.4,68.6,97.9,108.9,99.9,2391.79
2017.06,의복의복악세서리및모피제품,80.5,74.4,77.1,71.6,97.0,108.9,99.9,2391.79
2017.06,가죽가방및신발,81.3,78.6,76.5,73.5,100.7,108.9,99.9,2391.79
2017.06,목재및나무제품 가구제외,83.9,85.0,77.5,79.5,86.5,108.9,99.9,2391.79
2017.06,펄프종이및종이제품,73.5,67.8,63.8,70.2,95.0,108.9,99.9,2391.79
2017.06,인쇄및기록매체복제업,81.2,79.4,75.2,72.1,98.7,108.9,99.9,2391.79
2017.06,화학물질및화학제품 의약품제외,93.7,92.4,,84.5,94.3,108.9,99.9,2391.79
2017.06,의료용물질및의약품,97.0,102.8,88.5,83.2,92.6,108.9,99.9,2391.79
2017.06,고무제품및플라스틱제품,84.9,88.7,81.9,82.6,99.3,108.9,99.9,2391.79
2017.06,비금속광물제품,95.0,91.3,87.1,90.7,87.5,108.9,99.9,2391.79
2017.06,1차금속,82.2,85.5,81.5,85.3,97.3,108.9,99.9,2391.79
2017.06,금속가공제품 기계및가구제외,80.9,82.4,79.6,79.6,96.0,108.9,99.9,2391.79
2017.06,전자부품컴퓨터영상음향및통신장비,98.3,95.4,90.0,85.8,101.5,108.9,99.9,2391.79
2017.06,의료정밀광학기기및시계,93.0,89.9,88.3,85.2,92.2,108.9,99.9,2391.79
2017.06,전기장비,84.7,82.5,81.1,77.6,98.0,108.9,99.9,2391.79
2017.06,기타기계및장비,83.1,83.1,81.2,80.1,99.5,108.9,99.9,2391.79
2017.06,자동차및트레일러,84.8,84.4,83.4,79.9,97.1,108.9,99.9,2391.79
2017.06,기타운송장비,84.7,82.3,78.8,77.1,101.8,108.9,99.9,2391.79
2017.06,가구,74.6,71.3,72.1,75.3,93.7,108.9,99.9,2391.79
2017.06,기타제품,86.9,90.2,85.9,82.8,89.7,108.9,99.9,2391.79
2017.06,비제조업,82.1,81.8,78.6,76.9,94.0,108.9,99.9,2391.79
2017.06,건설업,81.7,81.3,75.3,74.1,94.6,108.9,99.9,2391.79
2017.06,도매 및 소매업,81.3,80.8,78.0,75.5,94.0,108.9,99.9,2391.79
2017.06,운수업,79.5,78.9,79.3,77.4,90.0,108.9,99.9,2391.79
2017.06,숙박 및 음식점업,75.2,76.8,71.0,74.8,93.2,108.9,99.9,2391.79
2017.06,출판영상방송통신 및 정보서비스업,89.5,88.2,86.5,85.2,97.0,108.9,99.9,2391.79
2017.06,부동산업 및 임대업,86.8,91.7,83.9,86.3,94.8,108.9,99.9,2391.79
2017.06,전문과학 및 기술서비스업,86.5,84.5,83.2,80.7,93.3,108.9,99.9,2391.79
2017.06,사업시설관리 및 사업지원서비스업,88.5,87.1,88.0,86.7,92.9,108.9,99.9,2391.79
2017.06,교육서비스업,78.6,81.9,79.3,76.1,97.4,108.9,99.9,2391.79
2017.06,예술스포츠 및 여가관련서비스업,94.4,93.5,92.6,89.5,88.3,108.9,99.9,2391.79
2017.06,수리 및 기타개인서비스업,81.3,83.3,83.0,82.8,91.6,108.9,99.9,2391.79
2017.07,전산업,83.5,82.5,80.5,79.9,95.6,109.3,99.1,2402.71
2017.07,식료품,85.8,86.3,79.7,76.0,92.1,109.3,99.1,2402.71
2017.07,음료,101.4,100.7,95.2,88.4,91.1,109.3,99.1,2402.71
2017.07,섬유제품 의복제외,75.5,73.9,70.9,73.2,96.3,109.3,99.1,2402.71
2017.07,의복의복악세서리및모피제품,78.6,81.0,75.0,75.9,93.5,109.3,99.1,2402.71
2017.07,가죽가방및신발,75.2,71.1,71.7,66.9,107.0,109.3,99.1,2402.71
2017.07,목재및나무제품 가구제외,77.9,76.7,72.4,80.2,85.8,109.3,99.1,2402.71
2017.07,펄프종이및종이제품,71.0,67.0,67.5,75.8,90.5,109.3,99.1,2402.71
2017.07,인쇄및기록매체복제업,77.2,71.2,68.8,71.4,98.2,109.3,99.1,2402.71
2017.07,화학물질및화학제품 의약품제외,84.8,82.8,,78.9,96.5,109.3,99.1,2402.71
2017.07,의료용물질및의약품,89.1,93.6,90.2,93.0,94.4,109.3,99.1,2402.71
2017.07,고무제품및플라스틱제품,88.2,83.7,80.1,84.9,98.5,109.3,99.1,2402.71
2017.07,비금속광물제품,88.5,88.2,84.7,90.2,92.5,109.3,99.1,2402.71
2017.07,1차금속,81.5,83.8,77.8,81.6,98.1,109.3,99.1,2402.71
2017.07,금속가공제품 기계및가구제외,80.4,78.1,74.1,78.0,98.0,109.3,99.1,2402.71
2017.07,전자부품컴퓨터영상음향및통신장비,94.3,92.2,85.6,83.0,98.4,109.3,99.1,2402.71
2017.07,의료정밀광학기기및시계,90.7,87.5,83.6,82.9,93.0,109.3,99.1,2402.71
2017.07,전기장비,79.0,75.5,75.7,70.0,96.9,109.3,99.1,2402.71
2017.07,기타기계및장비,84.5,82.5,79.5,84.4,103.3,109.3,99.1,2402.71
2017.07,자동차및트레일러,85.4,85.9,83.8,83.3,103.9,109.3,99.1,2402.71
2017.07,기타운송장비,79.9,78.3,74.4,72.1,100.6,109.3,99.1,2402.71
2017.07,가구,74.0,69.8,70.4,70.6,99.9,109.3,99.1,2402.71
2017.07,기타제품,81.3,82.9,83.6,79.4,89.6,109.3,99.1,2402.71
2017.07,비제조업,83.5,83.0,82.2,79.9,93.8,109.3,99.1,2402.71
2017.07,건설업,79.8,76.6,78.0,77.6,95.0,109.3,99.1,2402.71
2017.07,도매 및 소매업,83.6,83.8,82.6,79.9,94.0,109.3,99.1,2402.71
2017.07,운수업,81.3,80.1,79.5,75.9,90.3,109.3,99.1,2402.71
2017.07,숙박 및 음식점업,86.8,89.9,88.1,83.2,89.0,109.3,99.1,2402.71
2017.07,출판영상방송통신 및 정보서비스업,90.5,91.3,89.6,86.1,95.5,109.3,99.1,2402.71
2017.07,부동산업 및 임대업,83.8,85.6,80.8,84.2,93.8,109.3,99.1,2402.71
2017.07,전문과학 및 기술서비스업,84.3,85.0,82.9,78.9,90.1,109.3,99.1,2402.71
2017.07,사업시설관리 및 사업지원서비스업,84.6,80.7,84.2,82.9,94.3,109.3,99.1,2402.71
2017.07,교육서비스업,95.4,95.8,92.6,88.1,96.7,109.3,99.1,2402.71
2017.07,예술스포츠 및 여가관련서비스업,87.5,85.8,83.7,84.3,91.8,109.3,99.1,2402.71
2017.07,수리 및 기타개인서비스업,86.8,87.5,83.5,79.4,92.2,109.3,99.1,2402.71
2017.08,전산업,80.4,79.6,76.1,79.0,95.2,109.8,100.2,2363.19
2017.08,식료품,92.0,95.1,85.7,84.4,90.0,109.8,100.2,2363.19
2017.08,음료,91.7,96.0,90.9,93.5,87.5,109.8,100.2,2363.19
2017.08,섬유제품 의복제외,67.3,67.2,64.2,72.1,95.4,109.8,100.2,2363.19
2017.08,의복의복악세서리및모피제품,77.0,79.2,73.1,69.6,98.7,109.8,100.2,2363.19
2017.08,가죽가방및신발,66.2,65.3,68.2,64.5,111.0,109.8,100.2,2363.19
2017.08,목재및나무제품 가구제외,76.3,76.4,72.8,72.9,90.6,109.8,100.2,2363.19
2017.08,펄프종이및종이제품,75.1,79.6,76.7,74.5,91.1,109.8,100.2,2363.19
2017.08,인쇄및기록매체복제업,77.2,73.9,66.4,69.7,94.5,109.8,100.2,2363.19
2017.08,화학물질및화학제품 의약품제외,85.2,78.6,,79.3,93.5,109.8,100.2,2363.19
2017.08,의료용물질및의약품,80.8,83.3,86.2,80.8,96.3,109.8,100.2,2363.19
2017.08,고무제품및플라스틱제품,80.5,78.6,81.4,80.8,97.8,109.8,100.2,2363.19
2017.08,비금속광물제품,78.1,79.6,73.7,80.8,92.7,109.8,100.2,2363.19
2017.08,1차금속,71.0,71.1,70.1,77.0,101.2,109.8,100.2,2363.19
2017.08,금속가공제품 기계및가구제외,76.1,73.4,69.2,75.4,95.8,109.8,100.2,2363.19
2017.08,전자부품컴퓨터영상음향및통신장비,85.2,87.9,83.5,89.0,100.0,109.8,100.2,2363.19
2017.08,의료정밀광학기기및시계,89.5,85.1,85.0,86.5,92.5,109.8,100.2,2363.19
2017.08,전기장비,84.6,81.0,73.7,72.5,98.5,109.8,100.2,2363.19
2017.08,기타기계및장비,83.2,82.6,75.3,78.9,104.2,109.8,100.2,2363.19
2017.08,자동차및트레일러,71.6,71.3,64.7,67.3,100.6,109.8,100.2,2363.19
2017.08,기타운송장비,61.6,59.2,56.7,66.6,105.6,109.8,100.2,2363.19
2017.08,가구,83.6,85.2,81.1,78.7,94.3,109.8,100.2,2363.19
2017.08,기타제품,74.9,74.2,71.2,75.1,91.8,109.8,100.2,2363.19
2017.08,비제조업,81.2,80.3,77.4,80.2,93.2,109.8,100.2,2363.19
2017.08,건설업,82.7,78.7,76.6,73.0,93.5,109.8,100.2,2363.19
2017.08,도매 및 소매업,80.0,79.8,76.1,82.5,93.8,109.8,100.2,2363.19
2017.08,운수업,77.9,79.3,77.1,77.2,86.5,109.8,100.2,2363.19
2017.08,숙박 및 음식점업,76.8,76.0,74.8,78.6,89.2,109.8,100.2,2363.19
2017.08,출판영상방송통신 및 정보서비스업,89.4,89.0,86.8,87.9,94.9,109.8,100.2,2363.19
2017.08,부동산업 및 임대업,76.8,77.8,74.1,81.1,93.9,109.8,100.2,2363.19
2017.08,전문과학 및 기술서비스업,79.6,78.7,76.7,76.1,91.4,109.8,100.2,2363.19
2017.08,사업시설관리 및 사업지원서비스업,86.1,86.7,83.0,81.5,95.7,109.8,100.2,2363.19
2017.08,교육서비스업,87.5,86.8,86.1,88.3,95.3,109.8,100.2,2363.19
2017.08,예술스포츠 및 여가관련서비스업,80.7,81.5,80.7,82.3,94.2,109.8,100.2,2363.19
2017.08,수리 및 기타개인서비스업,88.1,87.6,87.1,85.1,90.4,109.8,100.2,2363.19
2017.09,전산업,89.6,88.8,85.4,81.5,94.6,110.1,98.9,2394.47
2017.09,식료품,101.5,106.4,99.1,93.2,85.0,110.1,98.9,2394.47
2017.09,음료,108.4,105.3,96.2,90.1,90.1,110.1,98.9,2394.47
2017.09,섬유제품 의복제외,81.6,84.5,75.8,74.7,91.3,110.1,98.9,2394.47
2017.09,의복의복악세서리및모피제품,89.4,92.9,84.7,80.9,95.6,110.1,98.9,2394.47
2017.09,가죽가방및신발,93.1,88.6,87.3,76.3,101.6,110.1,98.9,2394.47
2017.09,목재및나무제품 가구제외,90.0,87.7,83.1,80.0,90.0,110.1,98.9,2394.47
2017.09,펄프종이및종이제품,89.7,94.0,79.6,77.9,87.5,110.1,98.9,2394.47
2017.09,인쇄및기록매체복제업,91.7,93.3,86.2,77.7,95.9,110.1,98.9,2394.47
2017.09,화학물질및화학제품 의약품제외,97.1,94.0,,83.4,96.3,110.1,98.9,2394.47
